3,5,2,927,10,38.50,41.54,385.00
6,2,4,917,2,33.11,22.44,66.22
1,3,3,791,6,44.45,35.33,266.70
3,7,4,925,1,29.19,21.01,29.19
3,8,1,1008,5,38.89,7.70,194.45
5,2,1,816,5,56.24,32.44,281.20
3,10,1,1001,10,51.51,35.49,515.10
6,6,3,859,1,35.62,45.83,35.62
2,4,3,754,8,43.69,1.94,349.52
3,8,3,955,9,88.37,22.87,795.33
4,6,4,813,6,27.80,24.76,166.80
2,3,4,859,8,76.57,11.78,612.56
1,8,2,855,7,53.78,24.11,376.46
3,4,4,784,1,4.81,7.16,4.81
3,1,4,846,6,100.55,29.45,603.30
3,5,3,736,7,77.91,25.86,545.37
1,7,1,878,8,57.39,17.66,459.12
4,2,1,777,4,60.05,35.63,240.20
6,9,1,775,9,20.80,17.19,187.20
6,2,2,947,1,58.20,27.60,58.20
2,3,4,1084,2,33.54,7.40,67.08
3,3,1,1058,8,96.11,18.55,768.88
6,10,2,969,5,17.81,45.57,89.05
6,9,1,937,8,69.96,29.26,559.68
4,5,1,974,2,48.07,30.35,96.14
2,6,1,805,10,22.85,38.95,228.50
6,8,2,741,6,81.22,43.84,487.32
2,6,1,1033,5,11.65,16.24,58.25
4,7,2,1053,6,51.57,30.54,309.42
6,8,2,881,4,8.48,44.81,33.92
4,2,3,822,5,59.01,41.92,295.05
5,7,1,892,7,72.26,38.50,505.82
2,6,4,1000,1,70.36,17.81,70.36
1,7,3,794,1,35.78,10.00,35.78
2,5,1,825,8,57.57,44.72,460.56
2,10,1,931,2,73.90,28.18,147.80
6,4,2,817,7,94.44,17.60,661.08
5,5,3,854,8,36.92,40.23,295.36
1,6,3,916,4,100.20,23.61,400.80
1,5,4,817,2,34.10,19.63,68.20
2,4,4,911,7,41.41,21.47,289.87
4,8,2,1067,1,90.20,21.22,90.20
4,1,2,1020,6,50.15,11.38,300.90
6,6,4,762,8,45.61,20.96,364.88
3,2,3,986,1,59.17,37.03,59.17
2,1,1,1066,4,100.60,3.80,402.40
5,9,3,820,5,56.12,38.64,280.60
3,8,1,812,1,30.71,47.82,30.71
1,6,1,884,9,38.12,43.91,343.08
1,1,4,848,4,10.54,31.05,42.16
4,4,3,976,8,41.20,50.20,329.60
4,5,3,734,7,56.71,30.30,396.97
2,9,1,752,2,69.01,47.37,138.02
3,10,1,1039,7,33.25,13.14,232.75
2,8,2,1086,6,94.04,5.43,564.24
2,8,4,837,3,81.33,40.70,243.99
5,7,2,1078,8,78.67,20.60,629.36
4,2,2,941,10,22.09,13.54,220.90
3,6,1,923,19,43.78,40.55,429.11
5,1,4,938,10,42.90,4.46,429.00
5,6,1,796,9,90.16,3.47,811.44
2,6,4,902,10,28.95,24.50,289.50
3,8,1,912,5,77.93,2.09,389.65
4,9,4,967,1,8.30,39.81,8.30
1,5,1,974,9,22.48,29.88,202.32
1,9,1,1047,4,80.04,11.57,320.16
2,2,3,893,8,9.72,3.05,77.76
1,10,4,1071,1,56.51,39.79,56.51
2,1,2,961,4,51.11,23.81,204.44
5,7,3,1078,4,1.18,22.77,4.72
2,1,3,746,9,36.65,8.14,329.85
1,5,1,813,3,49.08,48.12,147.24
6,3,2,941,4,31.61,14.77,126.44
1,6,1,966,9,60.69,50.49,546.21
6,8,4,1061,8,49.38,45.16,395.04
2,2,2,890,8,14.15,15.42,113.20
5,6,2,979,10,6.39,35.66,63.90
1,2,4,820,8,20.67,44.20,165.36
5,8,2,994,3,73.18,13.45,219.54
5,10,2,798,10,57.30,10.64,573.00
3,8,4,806,9,53.08,45.09,477.72
1,4,4,908,9,19.21,5.96,172.89
1,6,2,1076,4,74.57,35.24,298.28
4,5,2,1069,6,71.46,14.08,428.76
1,1,3,1050,7,36.92,15.46,258.44
6,1,1,986,2,93.23,28.14,186.46
1,8,2,758,3,16.83,35.44,50.49
4,7,1,1029,2,55.52,27.74,111.04
5,8,2,898,9,62.46,32.80,562.14
5,6,4,889,4,11.04,8.22,44.16
5,3,1,761,3,12.43,2.17,37.29
2,9,1,775,6,23.94,36.68,143.64
4,2,3,787,1,35.13,8.01,35.13
6,6,2,958,2,46.62,12.40,93.24
2,8,1,1055,5,17.54,15.36,87.70
5,9,4,826,8,57.89,7.82,463.12
4,3,1,827,9,69.18,40.16,622.62
3,9,4,1033,2,24.58,11.75,49.16
4,2,2,851,1,77.69,46.99,77.69
6,3,1,1037,1,27.22,43.58,27.22
4,4,2,1060,3,8.50,39.86,25.50
5,7,3,1061,6,77.11,50.24,462.66
4,4,2,1026,5,37.79,30.69,188.95
3,6,2,899,1,68.30,7.07,68.30
2,4,2,754,4,87.28,29.70,349.12
4,7,4,1049,10,47.03,16.13,470.30
2,10,4,837,10,57.04,28.21,570.40
4,9,1,846,2,88.49,16.50,176.98
6,5,3,924,5,54.72,38.19,273.60
5,8,1,960,7,49.70,40.81,347.90
4,9,4,1084,2,12.59,4.42,25.18
5,7,2,847,10,80.36,41.11,803.60
2,1,3,736,10,63.25,12.97,632.50
3,6,3,1037,8,81.63,41.11,653.04
6,6,3,887,2,45.46,14.01,90.92
3,4,4,1050,6,42.74,16.02,256.44
5,1,1,966,7,58.43,26.90,409.01
5,3,2,780,1,9.88,42.35,9.88
5,10,4,743,6,62.88,33.77,377.28
2,2,4,898,1,85.32,28.94,85.32
3,4,4,804,8,94.05,23.97,752.40
2,7,2,950,4,27.65,4.94,110.60
2,3,3,1054,9,60.17,46.29,541.53
5,4,4,957,4,4.26,26.31,17.04
4,3,1,1018,6,14.28,17.40,85.68
4,4,1,1035,8,32.02,38.11,256.16
4,8,4,753,7,57.85,19.64,404.95
6,5,3,784,7,27.50,47.20,192.50
3,6,1,860,1,41.47,12.78,41.47
5,5,2,1018,2,1.19,22.22,2.38
1,2,4,785,4,43.46,23.50,173.84
5,8,4,804,8,2.60,12.21,20.80
2,1,1,985,10,43.09,30.18,430.90
2,3,3,925,2,31.21,16.92,62.42
5,8,2,885,2,28.51,18.58,57.02
4,8,4,968,7,75.22,25.17,526.54
4,6,3,752,3,66.01,36.55,198.03
2,6,4,773,3,31.23,35.68,93.69
1,8,2,996,9,24.87,49.74,223.83
5,6,1,994,10,13.31,14.33,133.10
3,5,2,856,9,37.86,43.79,340.74
3,2,3,995,5,4.90,37.59,24.50
3,6,4,845,2,55.08,2.41,110.16
1,2,1,928,2,92.33,5.27,184.66
4,3,4,973,2,46.14,33.43,92.28
2,2,3,1041,4,99.20,29.74,396.80
3,8,3,971,10,87.23,16.67,872.30
3,5,3,756,5,59.76,25.23,298.80
1,8,1,861,10,30.16,39.31,301.60
3,9,3,988,7,47.77,22.15,334.39
4,4,3,1028,5,51.53,26.02,257.65
1,10,3,951,1,10.40,27.08,10.40
4,1,1,1009,5,63.74,13.73,318.70
1,10,1,767,6,73.76,2.35,442.56
2,5,1,998,7,71.31,38.38,499.17
6,10,3,776,3,55.70,26.98,167.10
1,5,3,755,1,94.42,20.79,94.42
3,4,2,768,10,40.65,44.88,406.50
5,8,1,878,8,24.37,21.23,194.96
2,9,3,785,6,77.08,6.77,462.48
6,7,3,769,6,16.85,14.26,101.10
6,7,1,1076,2,12.33,24.31,24.66
1,1,2,864,4,80.15,14.59,320.60
1,4,2,839,2,27.68,1.11,55.36
1,9,3,755,5,71.42,35.43,357.10
5,10,4,1034,3,50.39,23.34,151.17
6,3,4,941,5,56.25,26.27,281.25
2,6,1,957,2,97.26,8.55,194.52
6,6,4,842,8,84.51,40.88,676.08
4,2,4,789,8,99.62,19.07,796.96
6,10,3,847,6,36.45,23.21,218.70
1,1,2,899,2,56.86,40.65,113.72
3,5,4,1095,10,74.34,45.14,743.40
3,5,2,903,3,35.67,14.25,107.01
1,5,3,861,7,16.11,45.45,112.77
5,8,2,976,8,65.88,28.25,527.04
1,9,3,1047,10,94.16,17.57,941.60
6,7,3,902,5,30.43,40.81,152.15
6,6,3,1031,4,79.12,20.41,316.48
6,4,3,1018,6,14.64,17.64,87.84
3,6,2,1022,7,39.92,4.84,279.44
5,7,1,956,9,71.48,31.41,643.32
4,7,1,766,5,2.22,34.27,11.10
1,3,1,971,6,52.24,21.25,313.44
1,4,3,840,3,94.74,7.26,284.22
2,4,4,1079,9,82.71,6.22,744.39
4,7,4,857,2,8.92,8.87,17.84
4,8,2,1031,6,27.80,22.04,166.80
6,10,1,909,6,58.96,41.33,353.76
3,5,3,1071,8,16.99,9.60,135.92
3,1,1,950,2,97.17,4.33,194.34
2,5,4,814,4,51.21,41.32,204.84
5,7,3,775,2,44.14,18.82,88.28
6,1,1,822,1,30.24,35.05,30.24
6,1,4,749,2,45.43,12.29,90.86
2,1,3,839,7,35.21,49.63,246.47
1,8,1,901,1,76.09,16.87,76.09
4,6,3,1072,3,7.40,50.27,22.20
1,6,4,1057,5,54.57,4.18,272.85
5,8,4,858,6,29.10,23.83,174.60
6,9,1,1096,9,9.86,40.87,88.74
1,3,4,845,9,57.04,17.05,513.36
4,7,2,922,10,4.38,34.03,43.80
1,4,3,790,6,52.71,21.16,316.26
2,1,2,734,2,98.73,26.29,197.46
2,4,4,983,8,54.36,21.70,434.88
4,5,1,876,10,15.97,16.87,159.70
2,6,4,948,3,64.73,5.15,194.19
3,9,3,937,7,46.75,28.07,327.25
6,10,2,1048,6,36.24,45.37,217.44
6,7,1,941,8,15.40,7.70,123.20
2,4,2,922,9,14.71,13.57,132.39
1,10,1,795,4,6.70,37.50,26.80
1,1,1,899,7,12.62,29.06,88.34
4,3,2,890,3,61.89,20.41,185.67
1,3,3,770,2,16.72,49.91,33.44
6,10,1,1071,3,44.79,7.47,134.37
2,4,4,799,4,48.66,8.02,194.64
1,3,2,1059,7,54.31,34.12,380.17
5,4,4,890,4,73.01,1.33,292.04
3,5,3,808,9,1.79,35.85,16.11
5,8,3,922,1,91.06,5.71,91.06
6,10,1,770,4,47.75,24.96,191.00
5,10,1,750,2,86.73,7.01,173.46
1,8,1,766,3,68.62,2.54,205.86
1,1,1,932,10,81.97,47.28,819.70
6,2,1,973,1,53.41,33.12,53.41
3,2,1,1075,6,21.73,37.03,130.38
1,1,1,1017,5,68.37,44.23,341.85
2,6,1,1034,7,71.24,7.10,498.68
4,4,1,784,6,32.76,31.70,196.56
4,3,3,948,7,40.37,8.67,282.59
2,1,4,733,9,91.76,7.62,825.84
4,6,4,969,10,59.89,19.17,598.90
2,4,4,947,10,19.57,41.90,195.70
5,2,1,916,10,53.00,41.93,530.00
1,8,2,891,4,45.12,31.21,180.48
4,6,1,1085,2,73.77,28.17,147.54
2,3,1,963,4,79.72,24.96,318.88
3,1,3,790,8,27.23,18.99,217.84
3,2,4,780,8,16.67,36.21,133.36
4,1,3,853,7,47.23,15.42,330.61
3,3,3,1056,6,30.89,5.26,185.34
3,7,1,774,3,17.16,25.99,51.48
1,4,3,1077,6,74.51,20.91,447.06
5,5,2,999,6,40.43,37.15,242.58
4,5,4,933,2,53.27,37.75,106.54
4,8,1,986,4,82.71,49.23,330.84
3,5,3,973,3,58.96,2.55,176.88
4,3,2,910,8,87.90,29.74,703.20
3,3,3,1078,4,76.74,22.95,306.96
1,4,1,958,5,17.34,44.69,86.70
5,6,2,800,5,10.42,17.81,52.10
6,5,4,772,3,72.47,20.15,217.41
4,8,4,923,5,21.54,27.13,107.70
2,4,1,907,5,52.16,36.07,260.80
6,6,2,907,6,33.95,36.42,203.70
3,7,3,804,2,58.99,5.86,117.98
1,8,3,789,1,61.12,44.05,61.12
1,2,1,831,4,42.35,46.64,169.40
1,10,3,756,5,58.28,45.77,291.40
5,7,4,779,2,47.68,36.21,95.36
1,9,4,842,10,72.36,15.16,723.60
4,8,4,945,9,68.48,22.05,616.32
3,8,4,947,7,55.42,43.54,387.94
5,1,2,742,10,2.47,50.67,24.70
6,2,1,811,7,96.59,23.19,676.13
4,4,1,1039,3,47.45,37.26,142.35
3,5,1,852,9,52.33,27.43,470.97
1,9,2,1032,9,3.34,18.14,30.06
6,5,3,991,6,39.55,39.84,237.30
5,2,4,1061,2,12.30,33.00,24.60
6,10,3,948,10,2.83,26.07,28.30
4,6,1,748,1,28.68,49.97,28.68
1,4,2,847,2,16.98,2.99,33.96
3,2,4,998,6,61.17,14.69,367.02
3,4,4,958,10,88.07,20.48,880.70
2,5,3,971,6,15.53,15.32,93.18
6,6,4,1039,3,100.73,41.05,302.19
1,5,1,1092,5,87.25,37.49,436.25
3,6,2,874,2,22.15,14.99,44.30
2,10,3,1020,5,19.36,34.21,96.80
4,10,4,870,9,71.43,21.22,642.87
2,7,1,958,7,92.03,29.07,644.21
3,4,4,859,4,97.78,46.33,391.12
3,4,3,882,8,96.59,3.69,772.72
1,7,4,984,9,90.55,33.25,363.52
2,6,4,1084,2,72.02,12.52,144.04
3,4,3,808,3,45.69,26.08,137.07
6,2,1,1060,6,10.38,4.49,62.28
3,4,1,896,1,98.26,13.86,98.26
6,5,4,1056,4,25.56,8.09,102.24
5,6,4,899,4,6.67,32.50,26.68
2,2,2,914,1,89.94,35.39,89.94
6,8,4,935,4,13.32,20.50,53.28
4,3,4,1009,9,35.61,19.94,320.49
2,5,1,996,2,38.27,15.54,76.54
3,1,4,1013,4,13.42,34.70,53.68
6,9,3,1002,5,33.63,4.35,168.15
1,2,4,943,10,45.90,48.37,459.00
5,8,2,1055,5,24.39,2.63,121.95
2,4,2,1094,10,94.69,37.80,946.90
2,4,4,937,8,72.25,8.45,578.00
6,9,2,978,4,89.08,24.16,356.32
3,2,4,766,5,13.37,25.29,66.85
4,7,1,861,8,43.15,38.94,345.20
4,9,4,876,1,77.61,20.43,77.61
6,10,2,991,5,46.40,1.08,232.00
3,4,1,988,8,9.45,3.45,75.60
5,5,1,952,10,57.60,17.22,576.00
5,1,2,807,8,8.31,31.05,66.48
3,7,3,869,2,68.68,47.84,137.36
1,2,4,882,10,62.81,25.31,628.10
4,3,3,1041,2,1.80,11.29,3.60
6,4,4,1035,6,40.55,19.58,243.30
2,4,2,852,2,77.91,41.28,155.82
6,1,2,1070,6,89.41,7.72,536.46
6,6,1,890,3,93.89,41.46,281.67
4,3,3,741,10,10.10,14.55,101.00
1,1,3,1085,7,3.36,41.55,23.52
4,6,2,799,5,3.42,21.35,17.10
6,4,4,884,5,40.50,35.50,202.50
1,5,1,818,2,96.75,40.47,193.50
6,2,3,812,3,4.83,46.90,14.49
6,7,3,910,5,85.74,43.54,428.70
4,3,3,917,3,64.88,32.83,194.64
4,1,2,1052,3,52.19,12.11,156.57
6,9,4,898,9,78.90,33.87,710.10
3,2,3,824,3,8.97,7.28,26.91
4,3,4,1056,5,83.46,21.20,417.30
5,7,3,887,8,84.86,7.79,678.88
1,7,2,1084,3,72.64,46.82,217.92
4,7,3,858,8,67.34,46.91,538.72
5,6,1,882,2,74.01,14.78,148.02
6,8,2,924,8,37.25,15.20,298.00
2,10,1,864,9,57.24,39.22,515.16
1,2,3,739,7,64.53,36.32,451.71
5,7,2,825,5,56.64,42.31,283.20
3,1,4,742,5,89.80,37.23,449.00
1,4,1,813,1,62.99,28.57,62.99
2,7,1,856,7,71.28,34.40,498.96
4,7,1,791,2,2.95,48.76,5.90
1,10,4,1069,9,31.60,23.82,284.40
4,2,2,1020,4,14.54,13.26,58.16
4,8,1,775,7,83.34,7.30,583.38
6,5,2,1050,10,14.94,22.40,149.40
2,6,4,975,9,20.01,18.11,180.09
6,1,2,1017,4,63.98,19.48,255.92
5,3,2,834,1,29.35,42.63,29.35
5,7,3,822,5,99.34,14.88,496.70
